prcanid,rviswom,rvisman,repcan1,goppty,rideo,rproj,repft,aware,repwom,repman,voter
NA,0,1,0.155200004577637,0.833333313465118,0.666666686534882,0.466666668653488,0.699999988079071,0.666666686534882,0,1,1
5,0,1,0.155200004577637,0.666666686534882,0.833333313465118,0.5,0.600000023841858,0.166666671633720,0,1,1
NA,0,0,0.556100010871887,0.666666686534882,0.5,0.25,0.5,0,1,0,0
6,0,1,0.160799995064735,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.5,0,1,0
4,0,0,0.207099989056587,0.5,NA,NA,0.5,0,0,1,0
5,0,0,0.153999999165535,0.666666686534882,0.5,0.349999994039536,0.699999988079071,0.666666686534882,0,1,1
NA,0,0,0.153999999165535,NA,NA,NA,NA,0,0,1,0
NA,0,0,NA,0.833333313465118,0.833333313465118,NA,NA,0.5,0,1,1
6,0,1,0.378100007772446,0.666666686534882,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,1
6,0,1,0.378100007772446,1,0.333333343267441,0.233333334326744,0.699999988079071,0.666666686534882,0,1,1
6,0,1,0.378100007772446,0.833333313465118,0.666666686534882,0.566666722297668,0.850000023841858,0.5,0,1,1
5,0,0,0.157499998807907,0.666666686534882,0.833333313465118,0.5,0.600000023841858,0.833333313465118,0,1,1
NA,0,0,0.157499998807907,0.666666686534882,0.833333313465118,0.416666656732559,0.5,0.5,0,1,1
6,0,1,0.216399997472763,0.666666686534882,0.833333313465118,0.833333313465118,1,0.666666686534882,0,1,1
NA,0,1,0.266800016164780,NA,NA,NA,0.699999988079071,0.166666671633720,0,1,0
5,0,1,0.155200004577637,0.666666686534882,0.666666686534882,0.666666686534882,1,1,0,1,1
6,0,1,0.155200004577637,0.666666686534882,0.833333313465118,0.833333313465118,1,0.833333313465118,0,1,1
5,0,1,0.160799995064735,0.666666686534882,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,0
3,0,1,0.258300006389618,0.666666686534882,0.166666671633720,0.141666680574417,0.850000023841858,0.333333343267441,0,1,0
6,0,1,0.266800016164780,0.666666686534882,0.666666686534882,0.666666686534882,1,0.666666686534882,0,1,1
NA,0,0,NA,0.833333313465118,0.166666671633720,NA,NA,NA,0,1,1
6,0,0,0.201299995183945,0.833333313465118,0.833333313465118,NA,NA,0.666666686534882,0,1,1
4,0,0,0.185499995946884,0.666666686534882,0.833333313465118,0.333333343267441,0.400000005960464,0.5,0,1,0
6,0,0,0.12950000166893,0.833333313465118,1,0.850000023841858,0.850000023841858,0.666666686534882,0,1,1
6,0,1,0.160799995064735,0.833333313465118,0.833333313465118,0.833333313465118,1,0.833333313465118,0,1,1
NA,0,0,0.189699992537498,0.5,0.5,NA,NA,0,0,1,0
4,0,1,0.258300006389618,0.333333343267441,0.5,0.300000011920929,0.600000023841858,0.333333343267441,0,1,1
NA,0,0,NA,0.666666686534882,0.5,NA,NA,0.666666686534882,0,1,1
4,0,1,0.258300006389618,0.5,NA,NA,0.5,0.666666686534882,0,1,0
5,0,1,0.159699991345406,0.833333313465118,0.666666686534882,0.400000035762787,0.600000023841858,0.333333343267441,0,1,1
6,0,0,0.172299996018410,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.666666686534882,0,1,1
NA,0,0,0.125599995255470,0.5,0.5,NA,NA,0.5,0,1,0
4,0,1,0.157600000500679,0.5,0.5,0.425000011920929,0.850000023841858,0.333333343267441,0,1,0
6,0,0,0.125599995255470,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.833333313465118,0,1,1
6,0,0,0.153999999165535,0.833333313465118,0.333333343267441,0.00999999977648258,0.0299999993294477,0.833333313465118,1,0,1
NA,0,0,0.12950000166893,0.5,0.5,NA,NA,0.666666686534882,0,1,1
5,0,0,0.12950000166893,0.833333313465118,0.833333313465118,0.416666656732559,0.5,0.666666686534882,0,1,0
2,0,1,0.258300006389618,0.166666671633720,0.333333343267441,0.166666671633720,0.5,0.333333343267441,0,1,1
7,0,1,0.160799995064735,1,1,1,1,0.5,0,1,0
6,0,0,0.125599995255470,0.666666686534882,0.166666671633720,0,0,0.833333313465118,0,1,1
5,0,1,0.155200004577637,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,1
2,0,1,NA,0.333333343267441,0.5,0.300000011920929,0.600000023841858,0,0,1,0
4,0,1,NA,0.5,0.5,0.25,0.5,0,0,1,0
4,0,0,0.157499998807907,0.5,0.5,0.25,0.5,0.333333343267441,0,1,0
NA,0,1,NA,0.166666671633720,NA,NA,0.600000023841858,0.166666671633720,0,1,0
NA,0,0,0.182800009846687,0.5,0.5,NA,NA,0.166666671633720,0,1,0
NA,0,0,0.362400025129318,NA,NA,NA,0.5,0,0,1,0
3,0,0,0.362400025129318,0.166666671633720,NA,NA,0.150000005960464,0,0,1,0
NA,0,0,0.182800009846687,0.5,0.5,NA,NA,0.166666671633720,0,1,0
6,0,0,0.341300010681152,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.833333313465118,0,1,1
NA,0,0,NA,0.166666671633720,0.833333313465118,NA,NA,0,0,1,0
3,0,0,0.125599995255470,NA,0.333333343267441,0.200000017881393,0.600000023841858,0.5,0,1,1
5,0,1,0.160799995064735,0.833333313465118,0.666666686534882,0.666666686534882,1,0.666666686534882,0,1,1
6,0,1,NA,0.833333313465118,0.166666671633720,0.0250000022351742,0.150000005960464,1,0,1,1
NA,0,0,0.189699992537498,0.666666686534882,1,NA,NA,0.166666671633720,0,1,1
NA,0,0,0.380499988794327,0.666666686534882,0.166666671633720,NA,NA,0.666666686534882,1,0,0
NA,0,0,NA,0.5,NA,NA,NA,0.166666671633720,0,1,0
4,0,0,0.214200004935265,0.5,0.833333313465118,0.333333343267441,0.400000005960464,0.5,0,1,1
NA,0,0,0.380499988794327,0.833333313465118,0.166666671633720,NA,NA,0.5,1,0,0
NA,0,0,0.214200004935265,1,0.333333343267441,NA,NA,0.5,0,1,0
NA,0,0,0.153999999165535,0.666666686534882,0.5,0.25,0.5,0.5,0,1,1
7,0,0,0.362400025129318,1,0.5,0.200000002980232,0.400000005960464,0,0,1,1
4,0,0,0.189599990844727,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.166666671633720,1,0,0
5,0,0,0.213300004601479,1,0.666666686534882,0.266666680574417,0.400000005960464,1,0,1,1
5,0,1,0.191200003027916,0.666666686534882,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,1
NA,0,0,0.0514999963343143,0.666666686534882,0.833333313465118,NA,NA,0.833333313465118,0,1,1
NA,0,0,0.153999999165535,0.666666686534882,0.5,NA,NA,0.5,0,1,1
NA,0,0,0.161100000143051,0.5,0.5,NA,NA,0.666666686534882,0,1,1
NA,0,0,0.207099989056587,0.833333313465118,0.5,NA,NA,0.5,0,1,0
NA,0,0,0.207099989056587,0.666666686534882,NA,NA,0,0,0,1,0
6,0,0,0.125599995255470,0.833333313465118,0.333333343267441,0.133333340287209,0.400000005960464,0.833333313465118,0,1,1
3,0,0,0.27810001373291,0.666666686534882,0,NA,NA,0.333333343267441,0,1,0
3,0,0,0.153999999165535,0.5,0.5,0.300000011920929,0.600000023841858,0.666666686534882,0,1,1
NA,0,0,0.153999999165535,0.333333343267441,0.5,0.300000011920929,0.600000023841858,0.166666671633720,0,1,1
5,0,0,0.188999995589256,0.833333313465118,0.666666686534882,0.266666680574417,0.400000005960464,0.833333313465118,0,1,1
6,0,0,0.188999995589256,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.666666686534882,0,1,1
5,0,0,0.188999995589256,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.666666686534882,0,1,1
4,0,0,0.395800024271011,0.333333343267441,NA,NA,NA,0.166666671633720,0,1,0
NA,0,0,0.153999999165535,0.666666686534882,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0,1,0
4,0,1,0.313499987125397,1,NA,NA,0.600000023841858,0.833333313465118,0,1,0
6,0,1,0.191200003027916,0.833333313465118,0.166666671633720,0.116666667163372,0.699999988079071,0.833333313465118,0,1,1
4,0,1,0.191200003027916,0.666666686534882,0.666666686534882,0.466666668653488,0.699999988079071,0.666666686534882,0,1,1
6,0,0,0.125599995255470,0.666666686534882,0.666666686534882,0.333333343267441,0.5,0.833333313465118,0,1,1
6,0,1,0.204500004649162,0.833333313465118,0.5,0.25,0.5,0.5,0,1,0
5,0,1,0.191200003027916,0.666666686534882,0.833333313465118,0.583333313465118,0.699999988079071,0.833333313465118,0,1,0
NA,0,0,0.353199988603592,1,0,NA,NA,0.833333313465118,0,1,1
3,0,0,0.202900007367134,0.666666686534882,NA,NA,NA,0,0,1,1
6,0,1,0.148299992084503,0.666666686534882,1,0.850000023841858,0.850000023841858,0.666666686534882,0,1,1
6,0,0,0.390099972486496,0.833333313465118,0.166666671633720,0.0833333358168602,0.5,0.666666686534882,1,0,1
6,0,0,0.553099989891052,0.833333313465118,0.166666671633720,NA,NA,1,0,1,1
NA,0,0,0.553099989891052,0.166666671633720,NA,NA,NA,0.5,0,1,0
5,0,0,0.0514999963343143,0.833333313465118,0.166666671633720,NA,NA,1,0,1,1
NA,0,0,0.0514999963343143,0.666666686534882,0.833333313465118,0.416666656732559,0.5,0.666666686534882,0,1,1
7,0,1,0.191200003027916,0.833333313465118,0.333333343267441,0.100000008940697,0.300000011920929,0.833333313465118,0,1,1
NA,0,1,0.191200003027916,0,NA,NA,NA,0.666666686534882,0,1,1
5,0,0,0.140799999237061,0.833333313465118,0.333333343267441,0.200000017881393,0.600000023841858,0.5,0,1,1
5,0,1,0.204500004649162,0.666666686534882,0.5,0.349999994039536,0.699999988079071,0.833333313465118,0,1,0
4,0,1,0.204500004649162,0.5,0.5,0.25,0.5,0.833333313465118,0,1,1
NA,0,0,NA,0.833333313465118,0.166666671633720,NA,NA,0.333333343267441,0,1,1
5,0,1,0.275700002908707,0.833333313465118,0.5,0.425000011920929,0.850000023841858,0.666666686534882,0,1,1
NA,0,0,0.556100010871887,0.666666686534882,NA,NA,NA,0.5,1,0,0
4,0,1,0.148299992084503,0.666666686534882,NA,NA,0.600000023841858,0.5,0,1,1
4,0,1,0.258300006389618,0.666666686534882,0.666666686534882,0.400000035762787,0.600000023841858,0.666666686534882,0,1,0
NA,0,0,0.0514999963343143,0.833333313465118,NA,NA,NA,0.333333343267441,0,1,0
NA,0,0,0.556100010871887,0.833333313465118,NA,NA,NA,0.5,1,0,1
5,0,0,0.125599995255470,0.333333343267441,0.666666686534882,0.466666668653488,0.699999988079071,0.833333313465118,0,1,1
6,0,1,0.275700002908707,0.833333313465118,0,0,0.300000011920929,1,0,1,1
5,0,1,0.37279999256134,0.5,0.166666671633720,0.0833333358168602,0.5,0.666666686534882,0,1,0
6,0,0,0.157499998807907,0.833333313465118,0.333333343267441,0.133333340287209,0.400000005960464,0.833333313465118,0,1,1
NA,0,0,0.499900013208389,0.666666686534882,NA,NA,NA,0.166666671633720,0,1,0
NA,0,1,0.160799995064735,0.666666686534882,0.666666686534882,0.400000035762787,0.600000023841858,0.833333313465118,0,1,0
6,0,0,0.499900013208389,1,NA,NA,NA,1,0,1,0
5,0,0,0.499900013208389,0.833333313465118,0.5,0.400000005960464,0.800000011920929,0.666666686534882,0,1,1
NA,0,0,NA,NA,0.333333343267441,NA,NA,0.5,0,1,0
NA,0,1,0.235099986195564,0.666666686534882,1,NA,NA,1,0,1,0
NA,0,0,0.153999999165535,0.666666686534882,0.5,NA,NA,0,0,1,0
6,0,0,0.257400006055832,0.333333343267441,1,0.699999988079071,0.699999988079071,0.166666671633720,0,1,0
6,0,1,0.160799995064735,0.833333313465118,1,0.850000023841858,0.850000023841858,0.666666686534882,0,1,1
5,0,1,0.160799995064735,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.666666686534882,0,1,1
3,0,1,0.160799995064735,0.666666686534882,NA,NA,0.400000005960464,0,0,1,0
4,0,0,0.0514999963343143,0.666666686534882,0.5,0.349999994039536,0.699999988079071,0.666666686534882,0,1,1
5,0,1,0.148299992084503,0.666666686534882,0.833333313465118,0.5,0.600000023841858,0.833333313465118,0,1,1
4,0,1,0.148299992084503,0.5,NA,NA,0.300000011920929,0.333333343267441,0,1,1
NA,0,0,0.202900007367134,0.333333343267441,0.333333343267441,NA,NA,0.333333343267441,0,1,1
4,0,1,0.148299992084503,0.833333313465118,0.5,0.25,0.5,0.333333343267441,0,1,0
NA,0,0,NA,0.666666686534882,NA,NA,NA,0.666666686534882,0,1,1
6,0,1,0.360400021076202,0.833333313465118,0.166666671633720,0.100000008940697,0.600000023841858,0.5,0,1,1
NA,0,1,0.159299999475479,0.5,0.166666671633720,0.100000008940697,0.600000023841858,0.5,0,1,0
NA,0,0,0.152400001883507,0.666666686534882,0.666666686534882,NA,NA,0.833333313465118,0,1,1
NA,0,0,0.152400001883507,0.5,0.5,NA,NA,0.5,0,1,0
NA,0,0,0.152400001883507,0.833333313465118,0.166666671633720,NA,NA,0.333333343267441,0,1,1
4,0,0,0.190400004386902,0.833333313465118,0.666666686534882,0.266666680574417,0.400000005960464,0.5,0,1,1
NA,0,0,0.152400001883507,NA,NA,NA,NA,0.833333313465118,0,1,1
NA,0,0,0.152400001883507,0.833333313465118,0.833333313465118,NA,NA,0.333333343267441,0,1,1
NA,0,1,0.148299992084503,NA,NA,NA,NA,0.333333343267441,0,1,0
6,0,1,0.40200001001358,0.5,0.166666671633720,0.0666666701436043,0.400000005960464,0.666666686534882,0,1,1
NA,0,0,0.499900013208389,0.5,0.666666686534882,NA,NA,0,0,1,0
6,0,1,0.194099992513657,0.666666686534882,0.666666686534882,0.566666722297668,0.850000023841858,0.666666686534882,0,1,0
5,0,0,0.341300010681152,0.833333313465118,0.5,0.0750000029802322,0.150000005960464,0.666666686534882,0,1,1
5,0,1,0.148299992084503,0.833333313465118,0.5,0.300000011920929,0.600000023841858,0.166666671633720,0,1,0
NA,0,1,0.148299992084503,NA,NA,NA,0.5,0.166666671633720,0,1,0
NA,0,0,0.152400001883507,NA,NA,NA,0.699999988079071,0.5,0,1,0
6,0,0,0.257400006055832,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.833333313465118,0,1,1
6,0,1,0.37279999256134,0.833333313465118,1,0.5,0.5,0.833333313465118,0,1,1
4,0,1,0.37279999256134,0.833333313465118,0.666666686534882,0.333333343267441,0.5,1,0,1,0
NA,0,0,0.152400001883507,0.666666686534882,0.5,NA,NA,0.666666686534882,0,1,0
5,0,0,NA,0.666666686534882,0.666666686534882,0.466666668653488,0.699999988079071,0.666666686534882,0,1,1
NA,0,0,NA,0.833333313465118,0.666666686534882,NA,NA,1,0,1,1
NA,0,0,NA,0.333333343267441,0.333333343267441,NA,NA,0.666666686534882,0,1,0
4,0,1,0.259999990463257,0.666666686534882,0.666666686534882,0.333333343267441,0.5,0.166666671633720,0,1,0
NA,0,0,NA,0.833333313465118,0.5,NA,NA,0.833333313465118,0,1,1
6,0,1,0.194099992513657,0.833333313465118,NA,NA,0.600000023841858,0.666666686534882,0,1,1
NA,0,0,0.324799984693527,0.833333313465118,0.166666671633720,NA,NA,0.666666686534882,1,0,1
6,1,0,0.374599993228912,0.833333313465118,0.666666686534882,0.400000035762787,0.600000023841858,0.333333343267441,1,0,0
NA,0,0,0.362400025129318,NA,NA,NA,NA,0,0,1,0
NA,0,0,0.250600010156631,0.166666671633720,NA,NA,NA,0.5,1,0,1
NA,0,1,0.194099992513657,NA,0.5,0.425000011920929,0.850000023841858,0.666666686534882,0,1,0
4,0,0,0.0514999963343143,0.5,0.666666686534882,0.333333343267441,0.5,0.833333313465118,0,1,1
NA,0,0,0.153999999165535,NA,NA,NA,NA,0.166666671633720,0,1,0
3,0,0,NA,0.5,NA,NA,0.600000023841858,0.333333343267441,0,1,0
5,0,1,0.191200003027916,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,0
NA,0,0,0.726200044155121,0.833333313465118,0.666666686534882,NA,NA,0.666666686534882,0,1,0
6,0,1,0.214599996805191,0.833333313465118,0.333333343267441,0.133333340287209,0.400000005960464,1,0,1,1
3,0,1,NA,0.833333313465118,1,0.5,0.5,0.833333313465118,0,1,1
5,0,0,NA,0.833333313465118,0.666666686534882,0.400000035762787,0.600000023841858,0.833333313465118,0,1,1
NA,0,0,0.152400001883507,0.833333313465118,0.5,NA,NA,0.833333313465118,0,1,0
7,0,1,0.214599996805191,1,0.333333343267441,0.283333361148834,0.850000023841858,0.833333313465118,0,1,1
3,0,0,0.204599991440773,0.666666686534882,0.833333313465118,0.333333343267441,0.400000005960464,0.833333313465118,1,0,0
6,0,1,0.314599990844727,0.833333313465118,0.333333343267441,0.100000008940697,0.300000011920929,1,0,1,1
NA,0,0,0.197200000286102,0.666666686534882,0.5,NA,NA,1,0,1,1
NA,0,0,0.726200044155121,0.833333313465118,0.5,NA,NA,0.666666686534882,0,1,1
3,0,0,0.726200044155121,0.5,0.5,NA,NA,0.333333343267441,0,1,0
NA,0,0,0.153999999165535,0.833333313465118,0.666666686534882,0.333333343267441,0.5,0.833333313465118,0,1,1
6,0,0,0.153999999165535,0.833333313465118,0.666666686534882,NA,NA,0.666666686534882,0,1,1
NA,0,0,0.153999999165535,0.833333313465118,0.666666686534882,NA,NA,0.833333313465118,0,1,1
NA,1,0,0.248699992895126,1,0.666666686534882,0.333333343267441,0.5,1,1,0,0
6,0,1,0.216399997472763,1,0.166666671633720,0.0250000022351742,0.150000005960464,0.5,0,1,1
NA,0,0,0.189599990844727,0.333333343267441,NA,NA,0.5,0,1,0,1
5,0,0,0.189599990844727,0.833333313465118,0.5,0.349999994039536,0.699999988079071,0,1,0,0
6,0,0,0.153999999165535,0.333333343267441,0.333333343267441,0.0500000044703484,0.150000005960464,0.166666671633720,0,1,0
NA,0,0,0.153999999165535,0.5,0.5,0.25,0.5,0.166666671633720,0,1,0
6,0,0,0.201299995183945,0.666666686534882,0.833333313465118,0.583333313465118,0.699999988079071,0.5,0,1,1
NA,0,1,0.191200003027916,0.5,0.666666686534882,NA,NA,0.666666686534882,0,1,0
3,0,1,0.258300006389618,0.333333343267441,NA,NA,0.699999988079071,0.5,0,1,1
2,0,1,0.205699995160103,0.166666671633720,0.166666671633720,0.116666667163372,0.699999988079071,0.166666671633720,0,1,1
NA,0,0,0.226599991321564,NA,0.5,0.425000011920929,0.850000023841858,0.166666671633720,0,1,1
6,0,1,0.249000012874603,0.833333313465118,0.5,0.349999994039536,0.699999988079071,0.333333343267441,0,1,1
NA,0,0,0.4341000020504,0.333333343267441,0.666666686534882,0.200000017881393,0.300000011920929,0.5,0,1,1
4,0,1,NA,0.666666686534882,0.833333313465118,NA,NA,0.5,0,1,1
NA,0,1,0.157600000500679,NA,NA,NA,NA,0,0,1,0
4,0,1,0.157600000500679,0.5,NA,NA,0.5,0.166666671633720,0,1,0
NA,0,0,0.0514999963343143,0.166666671633720,0.666666686534882,NA,NA,0.166666671633720,0,1,0
NA,0,1,0.249000012874603,0.666666686534882,0.833333313465118,0.416666656732559,0.5,0.833333313465118,0,1,1
4,0,0,0.153999999165535,0.666666686534882,NA,NA,0.5,0.833333313465118,0,1,0
2,0,0,NA,0.833333313465118,NA,NA,NA,0.5,0,1,1
6,0,1,0.160799995064735,0.666666686534882,0.5,0.349999994039536,0.699999988079071,0.166666671633720,0,1,0
6,0,1,0.378100007772446,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.5,0,1,1
6,0,0,0.125599995255470,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.833333313465118,0,1,1
6,0,0,0.226599991321564,0.833333313465118,0.333333343267441,NA,NA,0.333333343267441,0,1,0
7,0,0,0.226599991321564,1,NA,NA,0.5,0.166666671633720,0,1,0
3,0,0,NA,0.666666686534882,0.5,NA,NA,0.833333313465118,0,1,1
NA,0,0,0.235600009560585,0.833333313465118,0,NA,NA,0.666666686534882,0,1,1
5,0,0,0.347900003194809,0.666666686534882,0.666666686534882,NA,NA,0.833333313465118,1,0,0
NA,0,0,0.12950000166893,0.5,0.5,NA,NA,0.166666671633720,0,1,0
NA,0,0,0.12950000166893,1,0.666666686534882,0.333333343267441,0.5,0.666666686534882,0,1,0
4,0,0,0.213300004601479,0.833333313465118,0.5,0.5,1,0.5,0,1,1
6,0,1,0.182199999690056,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.833333313465118,0,1,1
6,0,0,0.213300004601479,0.833333313465118,0.333333343267441,0.100000008940697,0.300000011920929,0.833333313465118,0,1,1
NA,0,1,0.141200006008148,0.333333343267441,0.333333343267441,NA,NA,0.666666686534882,0,1,0
NA,0,0,0.512400031089783,NA,0.833333313465118,NA,NA,0.833333313465118,1,0,1
NA,0,0,0.347900003194809,0.166666671633720,0.833333313465118,NA,NA,0.5,1,0,1
5,0,0,0.347900003194809,0.666666686534882,0.833333313465118,NA,NA,0.5,1,0,1
NA,0,0,0.257400006055832,0.833333313465118,0.5,0.25,0.5,0.166666671633720,0,1,1
NA,0,0,0.512400031089783,0.833333313465118,0.666666686534882,0.200000017881393,0.300000011920929,0.833333313465118,1,0,1
7,0,1,0.168500006198883,0.833333313465118,0.333333343267441,0,0,0.5,0,1,1
NA,0,1,0.198600009083748,0.5,0.5,NA,NA,0.333333343267441,0,1,0
5,0,1,0.37279999256134,0.333333343267441,0.666666686534882,0.600000023841858,0.899999976158142,0.333333343267441,0,1,1
5,0,0,NA,0.833333313465118,0.833333313465118,0.5,0.600000023841858,0.833333313465118,0,1,1
6,0,0,0.257400006055832,NA,0.833333313465118,0.583333313465118,0.699999988079071,0.666666686534882,0,1,1
NA,0,0,0.341300010681152,0.333333343267441,0.5,0.25,0.5,0.333333343267441,0,1,1
5,0,0,0.226599991321564,0.666666686534882,0.5,0.435000002384186,0.870000004768372,0.166666671633720,0,1,1
NA,0,0,0.153999999165535,0.5,0.5,0.25,0.5,0.5,0,1,0
5,0,1,0.129299998283386,0.666666686534882,0.5,0.200000002980232,0.400000005960464,0.666666686534882,0,1,0
5,0,1,0.129299998283386,0.833333313465118,0.833333313465118,0.416666656732559,0.5,0.666666686534882,0,1,0
NA,0,0,0.173299998044968,NA,NA,NA,0.699999988079071,0.5,1,0,1
NA,0,0,NA,NA,0.833333313465118,0.5,0.600000023841858,0.5,0,1,1
6,0,1,0.378100007772446,0.666666686534882,0.833333313465118,0.749999940395355,0.899999976158142,0.833333313465118,0,1,1
3,0,0,0.153999999165535,0.333333343267441,0.666666686534882,0.400000035762787,0.600000023841858,0,0,1,1
NA,0,0,0.153999999165535,0.666666686534882,0.666666686534882,0.333333343267441,0.5,0.833333313465118,0,1,1
3,0,0,0.380499988794327,0.5,0.333333343267441,0.233333334326744,0.699999988079071,0.666666686534882,1,0,1
6,0,0,0.155400007963181,0.833333313465118,0.833333313465118,0.708333313465118,0.850000023841858,0.833333313465118,0,1,1
NA,0,0,0.266699969768524,0.833333313465118,0.833333313465118,NA,NA,0.833333313465118,0,1,0
NA,0,0,0.181200012564659,0.333333343267441,0.833333313465118,NA,NA,0.666666686534882,0,1,0
NA,0,0,0.347900003194809,0.666666686534882,0.5,NA,NA,0.666666686534882,1,0,0
6,0,0,0.155400007963181,0.833333313465118,0.333333343267441,0.0133333336561918,0.0399999991059303,0.833333313465118,0,1,0
NA,0,0,0.155400007963181,1,0.5,0.25,0.5,0.666666686534882,0,1,0
4,0,1,0.147599995136261,0.666666686534882,0.666666686534882,0.400000035762787,0.600000023841858,0.833333313465118,0,1,1
6,0,1,0.140599995851517,0.833333313465118,0.666666686534882,0.400000035762787,0.600000023841858,0.833333313465118,0,1,0
NA,0,0,0.451199978590012,0.833333313465118,0.5,NA,NA,0.666666686534882,0,1,0
NA,0,1,0.159299999475479,0.833333313465118,0.166666671633720,NA,NA,0.666666686534882,0,1,0
NA,0,0,0.512400031089783,0.833333313465118,0.5,NA,NA,0.833333313465118,1,0,1
5,0,0,0.347900003194809,0.666666686534882,0.833333313465118,0.583333313465118,0.699999988079071,0.5,1,0,1
NA,0,0,0.201299995183945,0.666666686534882,0.5,NA,NA,0.5,0,1,1
NA,0,0,0.553099989891052,0.833333313465118,0.333333343267441,0.166666671633720,0.5,0.5,0,1,0
NA,0,0,0.726200044155121,NA,0.666666686534882,NA,NA,0.666666686534882,0,1,0
NA,0,0,0.186700001358986,0.833333313465118,0.666666686534882,0,0,0.833333313465118,0,1,1
6,0,0,0.161100000143051,0.833333313465118,0.5,NA,NA,0.833333313465118,0,1,1
4,0,1,0.191200003027916,0.5,NA,NA,0.600000023841858,0,0,1,0
NA,0,0,NA,0.833333313465118,0.166666671633720,NA,NA,0.833333313465118,0,1,1
NA,0,0,0.60809999704361,0.333333343267441,NA,NA,NA,0.833333313465118,0,1,1
NA,0,0,NA,0.833333313465118,NA,NA,0.699999988079071,0.5,0,1,1
5,0,1,0.198600009083748,0.833333313465118,0.833333313465118,0.5,0.600000023841858,0.666666686534882,0,1,1
5,0,0,NA,0.666666686534882,NA,NA,0.600000023841858,0.333333343267441,0,1,1
NA,0,0,NA,0.666666686534882,NA,NA,NA,0.333333343267441,0,1,1
4,0,1,0.204500004649162,0.5,0.5,0.425000011920929,0.850000023841858,0.5,0,1,1
NA,0,0,0.125200003385544,NA,NA,NA,0.5,0.833333313465118,0,1,0
5,0,1,0.129299998283386,0.5,0.333333343267441,0.166666671633720,0.5,0.5,0,1,1
NA,0,1,0.140799999237061,1,0.166666671633720,NA,NA,0.833333313465118,0,1,1
5,0,0,0.27810001373291,0.166666671633720,NA,NA,0.699999988079071,0.166666671633720,0,1,1
4,0,0,0.27810001373291,0.5,0.5,NA,NA,0.5,0,1,0
6,0,1,0.157600000500679,0.666666686534882,NA,NA,1,0,0,1,0
5,0,0,0.153999999165535,0.833333313465118,0.5,0.25,0.5,0.833333313465118,0,1,0
4,0,1,0.191200003027916,0.5,NA,NA,0.5,0.166666671633720,0,1,0
NA,0,0,NA,0.5,NA,NA,NA,0,0,1,0
NA,0,1,0.160799995064735,NA,NA,NA,0.5,0,0,1,0
NA,0,0,0.380499988794327,0.833333313465118,0.5,NA,NA,0.666666686534882,1,0,0
NA,0,0,0.556100010871887,NA,0.5,0.25,0.5,0.5,1,0,1
NA,0,0,0.0514999963343143,0.166666671633720,NA,NA,NA,0.166666671633720,0,1,0
5,0,1,0.194099992513657,0.666666686534882,0.5,0.300000011920929,0.600000023841858,0.333333343267441,0,1,1
5,0,1,0.159699991345406,0.833333313465118,0.833333313465118,0.5,0.600000023841858,0.833333313465118,0,1,1
NA,0,0,0.235600009560585,0.833333313465118,0.833333313465118,0.25,0.300000011920929,0.833333313465118,0,1,1
NA,0,0,0.235600009560585,0.833333313465118,NA,NA,0.5,0.833333313465118,0,1,1
6,0,0,0.347900003194809,0.833333313465118,0.833333313465118,0.583333313465118,0.699999988079071,0.833333313465118,1,0,1
6,0,1,0.159699991345406,0.666666686534882,0.5,0.150000005960464,0.300000011920929,0.833333313465118,0,1,0
NA,0,1,0.275700002908707,0.833333313465118,0.5,0.25,0.5,0.833333313465118,0,1,0
1,0,0,0.182800009846687,0,NA,NA,0.5,0,0,1,0
6,0,0,0.188999995589256,0.833333313465118,0.666666686534882,0.266666680574417,0.400000005960464,0.333333343267441,0,1,0
NA,0,0,0.289799988269806,0.666666686534882,0.333333343267441,0.166666671633720,0.5,0.5,0,1,0
5,0,1,0.378100007772446,0.833333313465118,0.833333313465118,0.416666656732559,0.5,0.666666686534882,0,1,1
NA,0,0,NA,0.833333313465118,0.5,0.25,0.5,1,0,1,1
6,0,0,0.155400007963181,0.833333313465118,0.5,0.150000005960464,0.300000011920929,0.5,0,1,1
NA,0,0,NA,0.666666686534882,0.666666686534882,NA,NA,0,0,1,1
